seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
T12_S__k141_112183||full	1.000	0.280	1.000	dsDNAphage	6496	2	64.700	0.000
T16_D__k141_483465||full	0.980	0.460	0.980	dsDNAphage	6496	0	31.800	0.000
T40_S__k141_520272||full	0.960	0.653	0.960	dsDNAphage	6496	0	90.000	0.000
T52_D__k141_207424||full	0.907	0.440	0.907	dsDNAphage	6496	0	100.000	0.000
T64_D__k141_322356||full	0.920	0.827	0.920	dsDNAphage	6496	0	76.900	0.000
T72_S__k141_43630||full	0.973	0.793	0.973	dsDNAphage	6496	5	76.900	0.000
T8_S__k141_1010406||full	0.980	0.780	0.980	dsDNAphage	6496	1	50.000	0.000
T20_S__k141_15457||full	1.000	0.420	1.000	dsDNAphage	6495	1	85.700	0.000
T40_D__k141_1042090||full	0.960	0.900	0.960	dsDNAphage	6495	0	35.300	0.000
T48_S__k141_754707||full	0.960	0.720	0.960	dsDNAphage	6495	0	90.000	0.000
T76_D__k141_682837||full	0.967	0.480	0.967	dsDNAphage	6495	0	90.900	0.000
T88_D__k141_750705||full	0.993	0.947	0.993	dsDNAphage	6495	4	77.800	0.000
T16_D__k141_852214||full	1.000	0.853	1.000	dsDNAphage	6494	1	100.000	0.000
T16_D__k141_1080490||full	0.993	0.693	0.993	dsDNAphage	6494	1	71.400	0.000
T16_S__k141_603025||full	1.000	0.500	1.000	dsDNAphage	6494	1	100.000	0.000
T16_S__k141_720561||full	0.767	0.473	0.767	dsDNAphage	6494	0	100.000	0.000
T40_D__k141_688010||full	1.000	0.860	1.000	dsDNAphage	6494	0	50.000	0.000
T4_S__k141_14339||full	0.987	0.807	0.987	dsDNAphage	6494	0	68.200	0.000
T88_D__k141_223031||full	0.960	0.633	0.960	dsDNAphage	6494	0	53.300	0.000
T52_S_k141_18745||full	1.000	0.427	1.000	dsDNAphage	6493	3	100.000	0.000
T88_S_k141_928516||full	1.000	0.413	1.000	dsDNAphage	6493	3	100.000	0.000
T16_D__k141_658440||full	1.000	0.853	1.000	dsDNAphage	6493	3	100.000	0.000
T16_D__k141_433581||full	1.000	0.807	1.000	dsDNAphage	6493	1	92.300	0.000
T20_S__k141_1400||full	1.000	0.620	1.000	dsDNAphage	6493	1	75.000	0.000
T4_S__k141_1090123||full	0.693	0.507	0.693	dsDNAphage	6493	0	54.500	0.000
T56_S__k141_1008575||full	0.980	0.893	0.980	dsDNAphage	6493	0	100.000	0.000
T76_D__k141_650485||full	0.993	0.740	0.993	dsDNAphage	6493	0	54.500	0.000
T104_S__k141_100452||full	1.000	0.760	1.000	dsDNAphage	6492	2	88.900	0.000
T112_D__k141_38354||full	0.887	0.460	0.887	dsDNAphage	6492	0	68.800	0.000
T112_S__k141_77589||full	0.900	0.587	0.900	dsDNAphage	6492	0	83.300	0.000
T16_D__k141_818917||full	0.953	0.667	0.953	dsDNAphage	6492	0	100.000	0.000
T16_D__k141_351642||full	0.947	0.033	0.947	dsDNAphage	6492	1	30.800	7.700
T24_S__k141_940245||full	0.947	0.340	0.947	dsDNAphage	6492	0	100.000	0.000
T44_S__k141_913313||full	0.973	0.900	0.973	dsDNAphage	6492	0	100.000	0.000
T52_D__k141_762317||full	0.967	0.747	0.967	dsDNAphage	6492	0	100.000	0.000
T76_D__k141_793852||full	0.993	0.473	0.993	dsDNAphage	6492	0	83.300	0.000
T80_S__k141_367803||full	1.000	0.687	1.000	dsDNAphage	6492	3	90.900	0.000
T8_S__k141_1300307||full	0.913	0.967	0.967	ssDNA	6492	0	76.900	0.000
T112_D__k141_199083||full	0.753	0.627	0.753	dsDNAphage	6491	0	60.000	0.000
T40_D__k141_1073119||full	0.993	0.960	0.993	dsDNAphage	6491	1	100.000	0.000
T44_S__k141_1237386||full	0.993	0.533	0.993	dsDNAphage	6491	0	94.100	0.000
T64_D__k141_48525||full	0.787	0.433	0.787	dsDNAphage	6491	0	100.000	0.000
T76_D__k141_704893||full	0.993	0.960	0.993	dsDNAphage	6491	0	100.000	0.000
T76_D__k141_943745||full	0.967	0.460	0.967	dsDNAphage	6491	0	27.300	0.000
T92_S__k141_133554||full	1.000	0.727	1.000	dsDNAphage	6491	2	88.900	0.000
T96_S__k141_283400||full	0.913	0.860	0.913	dsDNAphage	6491	0	100.000	0.000
T4_D_k141_663150||full	0.693	0.640	0.693	dsDNAphage	6490	0	40.000	0.000
T100_S__k141_516704||full	0.593	0.553	0.593	dsDNAphage	6490	0	80.000	0.000
T112_D__k141_221448||full	0.827	0.473	0.827	dsDNAphage	6490	0	81.800	0.000
T60_S__k141_280445||full	1.000	0.720	1.000	dsDNAphage	6490	2	100.000	0.000
T88_D__k141_414861||full	0.987	0.600	0.987	dsDNAphage	6490	1	70.000	0.000
T96_S__k141_293152||full	0.960	0.440	0.960	dsDNAphage	6490	0	83.300	0.000
T0_S__k141_733501||full	1.000	0.993	1.000	dsDNAphage	6489	2	100.000	0.000
T112_D__k141_671463||full	0.980	0.913	0.980	dsDNAphage	6489	0	80.000	0.000
T40_D__k141_864343||full	0.767	0.473	0.767	dsDNAphage	6489	0	33.300	0.000
T76_D__k141_891294||full	1.000	0.720	1.000	dsDNAphage	6489	1	100.000	0.000
T4_D_k141_452687||full	0.860	0.780	0.860	dsDNAphage	6488	0	100.000	0.000
T4_D_k141_573307||full	0.993	0.820	0.993	dsDNAphage	6488	2	92.900	0.000
T4_D_k141_716151||full	1.000	0.980	1.000	dsDNAphage	6488	2	100.000	0.000
T52_S_k141_97985||full	0.947	0.527	0.947	dsDNAphage	6488	0	84.600	0.000
T52_S_k141_984773||full	0.980	0.880	0.980	dsDNAphage	6488	0	100.000	0.000
T100_D__k141_130554||full	0.980	0.820	0.980	dsDNAphage	6488	1	80.000	0.000
T16_D__k141_216236||full	0.807	0.300	0.807	dsDNAphage	6488	0	93.800	6.200
T36_S__k141_117156||full	0.993	0.933	0.993	dsDNAphage	6488	0	23.500	0.000
T40_D__k141_414113||full	0.987	0.880	0.987	dsDNAphage	6488	0	66.700	0.000
T44_S__k141_190057||full	0.820	0.160	0.820	dsDNAphage	6488	0	78.600	7.100
T64_D__k141_494527||full	0.933	0.407	0.933	dsDNAphage	6488	0	100.000	0.000
T64_D__k141_381685||full	0.840	0.780	0.840	dsDNAphage	6488	0	75.000	0.000
T72_S__k141_601910||full	1.000	0.347	1.000	dsDNAphage	6488	2	100.000	0.000
T92_S__k141_358277||full	0.867	0.780	0.867	dsDNAphage	6488	0	100.000	0.000
T4_D_k141_666800||full	1.000	0.907	1.000	dsDNAphage	6487	1	100.000	0.000
T4_D_k141_433381||full	0.833	0.480	0.833	dsDNAphage	6487	0	66.700	0.000
T40_D__k141_1138690||full	0.893	0.307	0.893	dsDNAphage	6487	1	8.300	0.000
T40_S__k141_340454||full	1.000	0.513	1.000	dsDNAphage	6487	2	61.100	0.000
T48_S__k141_12221||full	0.993	0.613	0.993	dsDNAphage	6487	2	100.000	0.000
T56_S__k141_623017||full	1.000	0.673	1.000	dsDNAphage	6487	2	87.500	0.000
T60_S__k141_269271||full	1.000	0.680	1.000	dsDNAphage	6487	3	91.700	0.000
T16_D__k141_198247||full	1.000	0.933	1.000	dsDNAphage	6486	0	83.300	0.000
T16_D__k141_452786||full	0.913	0.653	0.913	dsDNAphage	6486	0	100.000	0.000
T40_D__k141_905246||full	0.993	0.760	0.993	dsDNAphage	6486	3	88.900	0.000
T4_S__k141_724685||full	1.000	0.613	1.000	dsDNAphage	6486	1	100.000	0.000
T112_D__k141_339528||full	1.000	0.580	1.000	dsDNAphage	6485	3	75.000	0.000
T112_S__k141_36950||full	0.967	0.027	0.967	dsDNAphage	6485	1	55.600	11.100
T16_D__k141_270940||full	0.653	0.093	0.653	dsDNAphage	6485	0	62.500	12.500
T24_S__k141_1158652||full	0.993	0.967	0.993	dsDNAphage	6485	0	75.000	0.000
T40_D__k141_109174||full	1.000	0.567	1.000	dsDNAphage	6485	2	66.700	0.000
T64_D__k141_453371||full	1.000	0.687	1.000	dsDNAphage	6485	1	100.000	0.000
T92_S__k141_315651||full	1.000	0.740	1.000	dsDNAphage	6485	1	100.000	0.000
T16_D__k141_200081||full	0.993	0.753	0.993	dsDNAphage	6484	1	100.000	0.000
T16_S__k141_226862||full	1.000	0.080	1.000	dsDNAphage	6484	3	75.000	12.500
T20_S__k141_264719||full	0.987	0.820	0.987	dsDNAphage	6484	0	94.400	0.000
T40_D__k141_687677||full	0.993	0.793	0.993	dsDNAphage	6484	1	100.000	0.000
T52_D__k141_65343||full	0.573	0.007	0.573	dsDNAphage	6484	0	16.700	0.000
T56_S__k141_33698||full	0.993	0.607	0.993	dsDNAphage	6484	1	75.000	0.000
T68_S__k141_779956||full	1.000	0.080	1.000	dsDNAphage	6484	1	54.500	0.000
T104_S__k141_424097||full	1.000	0.447	1.000	dsDNAphage	6483	2	100.000	0.000
T108_S__k141_708496||full	1.000	0.780	1.000	dsDNAphage	6483	4	90.000	0.000
T108_S__k141_758039||full	0.667	0.573	0.667	dsDNAphage	6483	0	23.100	0.000
T112_D__k141_350529||full	0.987	0.780	0.987	dsDNAphage	6483	1	100.000	0.000
T16_D__k141_986088||full	0.933	0.573	0.933	dsDNAphage	6483	0	78.600	0.000
T52_D__k141_422852||full	1.000	0.400	1.000	dsDNAphage	6483	1	83.300	0.000
T64_S__k141_536485||full	1.000	0.633	1.000	dsDNAphage	6483	3	83.300	0.000
T0_S__k141_557244||full	1.000	0.480	1.000	dsDNAphage	6482	3	75.000	0.000
T108_S__k141_73381||full	1.000	0.447	1.000	dsDNAphage	6482	1	83.300	0.000
T16_D__k141_700632||full	0.907	0.927	0.927	ssDNA	6482	0	45.500	0.000
T32_S__k141_275368||full	1.000	0.447	1.000	dsDNAphage	6482	0	87.500	0.000
T72_S__k141_1143711||full	1.000	0.767	1.000	dsDNAphage	6482	1	100.000	0.000
T76_D__k141_276335||full	1.000	0.787	1.000	dsDNAphage	6482	1	100.000	0.000
T76_S__k141_99145||full	1.000	0.853	1.000	dsDNAphage	6482	2	100.000	0.000
T88_D__k141_868035||full	1.000	0.960	1.000	dsDNAphage	6482	5	100.000	0.000
T92_S__k141_462653||full	0.887	0.933	0.933	ssDNA	6482	0	100.000	0.000
T96_S__k141_129283||full	0.980	0.780	0.980	dsDNAphage	6482	1	100.000	0.000
T4_D_k141_1091507||full	1.000	0.707	1.000	dsDNAphage	6481	3	91.700	0.000
T108_S__k141_860045||full	1.000	0.813	1.000	dsDNAphage	6481	3	100.000	0.000
T16_D__k141_134195||full	0.967	0.687	0.967	dsDNAphage	6481	0	12.500	0.000
T16_D__k141_1343518||full	0.987	0.400	0.987	dsDNAphage	6481	0	90.900	0.000
T28_S__k141_694729||full	0.947	0.467	0.947	dsDNAphage	6481	0	72.700	0.000
T72_S__k141_58253||full	1.000	0.973	1.000	dsDNAphage	6481	0	50.000	0.000
T8_S__k141_1331304||full	0.773	0.620	0.773	dsDNAphage	6481	0	70.000	0.000
T4_D_k141_213494||full	1.000	0.913	1.000	dsDNAphage	6480	1	100.000	0.000
T16_D__k141_31255||full	1.000	0.640	1.000	dsDNAphage	6480	1	100.000	0.000
T16_D__k141_870862||full	0.993	0.693	0.993	dsDNAphage	6480	1	66.700	0.000
T16_D__k141_1194051||full	0.807	0.453	0.807	dsDNAphage	6480	0	55.600	0.000
T24_S__k141_979668||full	1.000	0.640	1.000	dsDNAphage	6480	2	100.000	0.000
T32_S__k141_933233||full	1.000	0.413	1.000	dsDNAphage	6480	1	71.400	0.000
T4_S__k141_938438||full	1.000	0.800	1.000	dsDNAphage	6480	2	100.000	0.000
T72_S__k141_1108390||full	1.000	0.787	1.000	dsDNAphage	6480	5	100.000	0.000
T88_D__k141_866142||full	0.993	0.847	0.993	dsDNAphage	6480	0	83.300	0.000
T8_S__k141_258204||full	0.973	0.053	0.973	dsDNAphage	6480	0	28.600	4.800
T100_S__k141_675880||full	1.000	0.580	1.000	dsDNAphage	6479	3	100.000	0.000
T112_D__k141_418361||full	0.813	0.760	0.813	dsDNAphage	6479	0	75.000	0.000
T40_D__k141_206121||full	0.993	0.973	0.993	dsDNAphage	6479	1	100.000	0.000
T40_D__k141_668055||full	0.580	0.827	0.827	ssDNA	6479	0	80.000	0.000
T44_S__k141_244103||full	1.000	0.460	1.000	dsDNAphage	6479	2	85.700	0.000
T52_D__k141_110167||full	0.993	0.847	0.993	dsDNAphage	6479	0	70.000	0.000
T64_D__k141_770701||full	0.920	0.760	0.920	dsDNAphage	6479	0	28.600	0.000
T88_S_k141_347240||full	0.980	0.880	0.980	dsDNAphage	6478	2	41.200	0.000
T88_S_k141_1171395||full	0.993	0.793	0.993	dsDNAphage	6478	1	100.000	0.000
T0_S__k141_611165||full	1.000	0.673	1.000	dsDNAphage	6478	1	100.000	0.000
T112_D__k141_682654||full	0.647	0.467	0.647	dsDNAphage	6478	0	75.000	0.000
T112_D__k141_81583||full	0.993	0.440	0.993	dsDNAphage	6478	1	33.300	0.000
T112_D__k141_424986||full	0.953	0.840	0.953	dsDNAphage	6478	0	61.100	0.000
T16_D__k141_1330791||full	0.987	0.827	0.987	dsDNAphage	6478	0	88.900	0.000
T16_D__k141_132881||full	1.000	0.593	1.000	dsDNAphage	6478	1	71.400	0.000
T48_S__k141_624071||full	0.920	0.713	0.920	dsDNAphage	6478	0	80.000	0.000
T52_D__k141_310998||full	1.000	0.793	1.000	dsDNAphage	6478	1	60.000	0.000
T60_S__k141_76246||full	0.973	0.753	0.973	dsDNAphage	6478	0	87.500	0.000
T68_S__k141_1048228||full	0.940	0.413	0.940	dsDNAphage	6478	0	57.100	0.000
T72_S__k141_1099102||full	0.927	0.353	0.927	dsDNAphage	6478	0	82.400	0.000
T8_S__k141_381672||full	1.000	0.700	1.000	dsDNAphage	6478	2	100.000	0.000
T4_D_k141_143240||full	0.973	0.520	0.973	dsDNAphage	6477	0	51.900	0.000
T112_D__k141_534634||full	0.947	0.667	0.947	dsDNAphage	6477	0	66.700	0.000
T40_D__k141_1170964||full	0.873	0.280	0.873	dsDNAphage	6477	0	16.700	0.000
T64_D__k141_169911||full	0.993	0.907	0.993	dsDNAphage	6477	1	100.000	0.000
T68_S__k141_503288||full	0.673	0.440	0.673	dsDNAphage	6477	0	62.500	0.000
T88_D__k141_353775||full	0.907	0.280	0.907	dsDNAphage	6477	1	50.000	0.000
T52_S_k141_102197||full	1.000	0.767	1.000	dsDNAphage	6476	3	100.000	0.000
T112_D__k141_188956||full	1.000	0.953	1.000	dsDNAphage	6476	3	100.000	0.000
T16_S__k141_771732||full	1.000	0.787	1.000	dsDNAphage	6476	1	100.000	0.000
T40_D__k141_8569||full	0.880	0.673	0.880	dsDNAphage	6476	0	100.000	0.000
T76_D__k141_74693||full	0.980	0.907	0.980	dsDNAphage	6476	0	71.400	0.000
T76_D__k141_970331||full	0.987	0.760	0.987	dsDNAphage	6476	0	100.000	0.000
T76_S__k141_492166||full	0.987	0.707	0.987	dsDNAphage	6476	0	52.600	0.000
T112_S__k141_599942||full	0.993	0.573	0.993	dsDNAphage	6475	2	87.500	0.000
T24_S__k141_961534||full	0.960	0.407	0.960	dsDNAphage	6475	0	85.700	0.000
T40_S__k141_711079||full	1.000	0.707	1.000	dsDNAphage	6475	2	100.000	0.000
T48_S__k141_879564||full	0.960	0.920	0.960	dsDNAphage	6475	0	100.000	0.000
T52_D__k141_942000||full	0.900	0.807	0.900	dsDNAphage	6475	0	75.000	0.000
T68_S__k141_548983||full	1.000	0.727	1.000	dsDNAphage	6475	1	53.800	0.000
T92_S__k141_1026387||full	1.000	0.440	1.000	dsDNAphage	6475	1	66.700	0.000
T4_D_k141_806057||full	0.947	0.467	0.947	dsDNAphage	6474	0	85.700	0.000
T100_D__k141_331299||full	1.000	0.647	1.000	dsDNAphage	6474	2	100.000	0.000
T104_S__k141_666240||full	1.000	0.553	1.000	dsDNAphage	6474	3	66.700	0.000
T4_D_k141_1304418||full	0.887	0.180	0.887	dsDNAphage	6473	0	60.000	0.000
T108_S__k141_56733||full	1.000	0.880	1.000	dsDNAphage	6473	2	100.000	0.000
T12_S__k141_21772||full	0.967	0.460	0.967	dsDNAphage	6473	0	83.300	0.000
T24_S__k141_104531||full	1.000	0.567	1.000	dsDNAphage	6473	2	100.000	0.000
T4_S__k141_1136956||full	0.620	0.667	0.667	ssDNA	6473	0	66.700	0.000
T64_S__k141_919776||full	0.773	0.340	0.773	dsDNAphage	6473	0	83.300	0.000
T112_S__k141_1063733||full	1.000	0.327	1.000	dsDNAphage	6472	1	92.900	0.000
T16_D__k141_285453||full	1.000	0.833	1.000	dsDNAphage	6472	3	100.000	0.000
T28_S__k141_1123926||full	1.000	0.447	1.000	dsDNAphage	6472	1	50.000	0.000
T76_S__k141_548167||full	0.913	0.967	0.967	ssDNA	6472	0	100.000	0.000
T88_D__k141_740937||full	0.993	0.713	0.993	dsDNAphage	6472	5	100.000	0.000
T88_D__k141_775186||full	1.000	0.987	1.000	dsDNAphage	6472	1	100.000	0.000
T16_D__k141_1009284||full	0.900	0.673	0.900	dsDNAphage	6471	0	50.000	0.000
T28_S__k141_213391||full	1.000	0.787	1.000	dsDNAphage	6471	4	100.000	0.000
T28_S__k141_148708||full	1.000	0.820	1.000	dsDNAphage	6471	1	100.000	0.000
T40_D__k141_72358||full	1.000	0.567	1.000	dsDNAphage	6471	1	100.000	0.000
T72_S__k141_754654||full	0.967	0.407	0.967	dsDNAphage	6471	0	29.400	0.000
T88_D__k141_1009539||full	0.893	0.220	0.893	dsDNAphage	6471	0	18.200	0.000
T4_D_k141_1072469||full	0.980	0.813	0.980	dsDNAphage	6470	1	42.900	0.000
T16_D__k141_373028||full	0.993	0.873	0.993	dsDNAphage	6470	1	65.000	0.000
T16_D__k141_15381||full	1.000	0.847	1.000	dsDNAphage	6470	1	55.600	0.000
T40_D__k141_533580||full	0.993	0.787	0.993	dsDNAphage	6470	2	66.700	0.000
T40_D__k141_458860||full	0.907	0.447	0.907	dsDNAphage	6470	0	40.000	0.000
T40_D__k141_597290||full	0.980	0.533	0.980	dsDNAphage	6470	1	44.400	0.000
T40_D__k141_674743||full	0.933	0.700	0.933	dsDNAphage	6470	0	66.700	0.000
T4_S__k141_1284367||full	0.980	0.773	0.980	dsDNAphage	6470	1	87.500	0.000
T76_D__k141_138718||full	1.000	0.687	1.000	dsDNAphage	6470	3	100.000	0.000
T80_S__k141_234494||full	0.967	0.807	0.967	dsDNAphage	6470	0	91.700	0.000
T80_S__k141_241963||full	1.000	0.640	1.000	dsDNAphage	6470	3	75.000	0.000
T84_S__k141_587101||full	1.000	0.793	1.000	dsDNAphage	6470	1	88.900	0.000
T88_D__k141_214910||full	1.000	0.580	1.000	dsDNAphage	6470	5	87.500	0.000
T96_S__k141_20339||full	0.800	0.653	0.800	dsDNAphage	6470	0	100.000	0.000
T16_D__k141_929428||full	0.953	0.947	0.953	dsDNAphage	6469	0	100.000	0.000
T40_S__k141_924166||full	0.873	0.887	0.887	ssDNA	6469	0	62.500	0.000
T48_S__k141_830236||full	0.993	0.973	0.993	dsDNAphage	6469	3	81.800	0.000
T60_S__k141_231250||full	0.833	0.280	0.833	dsDNAphage	6469	0	6.200	0.000
T64_S__k141_66999||full	0.947	0.933	0.947	dsDNAphage	6469	0	100.000	0.000
T88_D__k141_84330||full	1.000	0.853	1.000	dsDNAphage	6469	4	100.000	0.000
T4_D_k141_1245660||full	1.000	0.527	1.000	dsDNAphage	6468	1	87.500	0.000
T52_S_k141_865412||full	0.827	0.373	0.827	dsDNAphage	6468	0	85.700	0.000
T12_S__k141_743305||full	0.693	0.093	0.693	dsDNAphage	6468	0	66.700	11.100
T28_S__k141_1156661||full	1.000	0.700	1.000	dsDNAphage	6468	1	100.000	0.000
T36_S__k141_761370||full	1.000	0.567	1.000	dsDNAphage	6468	0	75.000	0.000
T40_D__k141_1153087||full	0.987	0.833	0.987	dsDNAphage	6468	1	70.000	0.000
T8_S__k141_619281||full	0.793	0.420	0.793	dsDNAphage	6468	0	40.000	0.000
T4_D_k141_897429||full	0.753	0.027	0.753	dsDNAphage	6467	0	50.000	10.000
T112_D__k141_736165||full	1.000	0.947	1.000	dsDNAphage	6467	0	60.000	0.000
T32_S__k141_1011744||full	1.000	0.800	1.000	dsDNAphage	6467	5	100.000	0.000
T40_D__k141_78996||full	0.953	0.593	0.953	dsDNAphage	6467	0	71.400	0.000
T40_D__k141_97972||full	1.000	0.780	1.000	dsDNAphage	6467	1	92.900	0.000
T4_S__k141_31695||full	0.967	0.413	0.967	dsDNAphage	6467	0	85.700	0.000
T60_S__k141_920158||full	1.000	0.807	1.000	dsDNAphage	6467	1	40.000	0.000
T76_D__k141_867616||full	0.993	0.887	0.993	dsDNAphage	6467	4	100.000	0.000
T52_S_k141_363011||full	0.993	0.973	0.993	dsDNAphage	6466	2	100.000	0.000
T100_D__k141_133236||full	1.000	0.773	1.000	dsDNAphage	6466	1	44.400	0.000
T12_S__k141_1404213||full	0.993	0.507	0.993	dsDNAphage	6466	1	80.000	0.000
T12_S__k141_1056657||full	0.947	0.987	0.987	ssDNA	6466	0	100.000	0.000
T64_D__k141_523021||full	0.987	0.973	0.987	dsDNAphage	6466	1	100.000	0.000
T80_S__k141_765075||full	0.993	0.233	0.993	dsDNAphage	6466	0	61.500	0.000
T88_D__k141_589867||full	0.993	0.780	0.993	dsDNAphage	6466	1	90.000	0.000
T4_D_k141_454911||full	1.000	0.807	1.000	dsDNAphage	6465	2	100.000	0.000
T100_D__k141_842479||full	0.940	0.427	0.940	dsDNAphage	6465	0	4.500	0.000
T16_D__k141_1131297||full	1.000	0.580	1.000	dsDNAphage	6465	1	75.000	0.000
T28_S__k141_735357||full	0.560	0.093	0.560	dsDNAphage	6465	0	30.000	10.000
T60_S__k141_669950||full	1.000	0.967	1.000	dsDNAphage	6465	2	100.000	0.000
T100_D__k141_860760||full	0.993	0.553	0.993	dsDNAphage	6464	1	40.000	0.000
T16_D__k141_570767||full	0.967	0.380	0.967	dsDNAphage	6464	1	66.700	0.000
T40_S__k141_563216||full	0.993	0.473	0.993	dsDNAphage	6464	1	83.300	0.000
T52_D__k141_98123||full	0.947	0.667	0.947	dsDNAphage	6464	0	75.000	0.000
T52_D__k141_815622||full	1.000	0.393	1.000	dsDNAphage	6464	3	78.600	0.000
T76_D__k141_968200||full	0.993	0.353	0.993	dsDNAphage	6464	0	31.200	0.000
T4_D_k141_784746||full	0.860	0.787	0.860	dsDNAphage	6463	0	63.600	0.000
T100_D__k141_618174||full	1.000	0.407	1.000	dsDNAphage	6463	2	85.700	0.000
T12_S__k141_433||full	0.987	0.800	0.987	dsDNAphage	6463	1	100.000	0.000
T16_D__k141_1313449||full	0.773	0.140	0.773	dsDNAphage	6463	0	16.700	0.000
T16_D__k141_1195737||full	0.947	0.767	0.947	dsDNAphage	6463	0	66.700	0.000
T28_S__k141_979180||full	0.993	0.967	0.993	dsDNAphage	6463	3	100.000	0.000
T36_S__k141_830634||full	0.973	0.400	0.973	dsDNAphage	6463	0	92.300	0.000
T40_D__k141_394000||full	0.580	0.033	0.580	dsDNAphage	6463	0	33.300	11.100
T40_D__k141_985677||full	1.000	0.840	1.000	dsDNAphage	6463	1	81.200	0.000
T64_D__k141_16261||full	1.000	0.380	1.000	dsDNAphage	6463	1	64.700	0.000
T64_D__k141_402302||full	1.000	0.947	1.000	dsDNAphage	6463	1	100.000	0.000
T76_D__k141_1000320||full	0.967	0.953	0.967	dsDNAphage	6463	5	100.000	0.000
T76_D__k141_666587||full	0.727	0.333	0.727	dsDNAphage	6463	0	60.000	0.000
T4_D_k141_35434||full	0.900	0.927	0.927	ssDNA	6462	0	70.000	0.000
T52_S_k141_973118||full	0.820	0.853	0.853	ssDNA	6462	0	54.500	0.000
T100_S__k141_134032||full	1.000	0.760	1.000	dsDNAphage	6462	2	100.000	0.000
T112_S__k141_923768||full	1.000	0.940	1.000	dsDNAphage	6462	2	100.000	0.000
T28_S__k141_261295||full	0.980	0.820	0.980	dsDNAphage	6462	0	71.400	0.000
T40_D__k141_832897||full	0.780	0.587	0.780	dsDNAphage	6462	0	25.000	0.000
T60_S__k141_19854||full	0.973	0.707	0.973	dsDNAphage	6462	2	66.700	0.000
T68_S__k141_391204||full	1.000	0.873	1.000	dsDNAphage	6462	3	100.000	0.000
T4_D_k141_1094771||full	1.000	0.800	1.000	dsDNAphage	6461	2	100.000	0.000
T88_S_k141_486800||full	0.940	0.580	0.940	dsDNAphage	6461	0	81.800	0.000
T100_D__k141_663749||full	1.000	0.740	1.000	dsDNAphage	6461	1	90.000	0.000
T112_S__k141_170047||full	0.953	0.900	0.953	dsDNAphage	6461	0	100.000	0.000
T16_D__k141_586160||full	0.720	0.167	0.720	dsDNAphage	6461	0	20.000	0.000
T16_D__k141_1345822||full	0.720	0.440	0.720	dsDNAphage	6461	0	66.700	0.000
T40_S__k141_637539||full	0.993	0.300	0.993	dsDNAphage	6461	2	68.800	0.000
T48_S__k141_208774||full	0.840	0.813	0.840	dsDNAphage	6461	0	66.700	0.000
T68_S__k141_973439||full	0.520	0.253	0.520	dsDNAphage	6461	0	28.600	0.000
T68_S__k141_578093||full	0.840	0.593	0.840	dsDNAphage	6461	0	100.000	0.000
T72_S__k141_161892||full	0.933	0.433	0.933	dsDNAphage	6461	0	44.400	0.000
T96_S__k141_370810||full	0.993	0.813	0.993	dsDNAphage	6461	5	62.500	0.000
T16_D__k141_765301||full	0.993	0.167	0.993	dsDNAphage	6460	1	18.200	0.000
T20_S__k141_405392||full	0.873	0.487	0.873	dsDNAphage	6460	0	54.500	0.000
T32_S__k141_1121091||full	1.000	0.527	1.000	dsDNAphage	6460	2	85.700	0.000
T40_D__k141_303874||full	1.000	0.247	1.000	dsDNAphage	6460	2	70.000	0.000
T40_D__k141_708556||full	0.973	0.320	0.973	dsDNAphage	6460	0	93.300	0.000
T40_D__k141_794247||full	0.913	0.647	0.913	dsDNAphage	6460	0	38.500	0.000
T40_D__k141_872975||full	1.000	0.540	1.000	dsDNAphage	6460	2	100.000	0.000
T76_D__k141_133047||full	1.000	0.853	1.000	dsDNAphage	6460	1	50.000	0.000
T88_D__k141_1090140||full	1.000	0.800	1.000	dsDNAphage	6460	0	92.300	0.000
T4_D_k141_355134||full	1.000	0.793	1.000	dsDNAphage	6459	2	64.300	0.000
T16_S__k141_1011531||full	1.000	0.833	1.000	dsDNAphage	6459	1	100.000	0.000
T20_S__k141_723728||full	1.000	0.793	1.000	dsDNAphage	6459	2	100.000	0.000
T32_S__k141_1277260||full	0.960	0.887	0.960	dsDNAphage	6459	0	100.000	0.000
T32_S__k141_1136138||full	0.920	0.940	0.940	ssDNA	6459	0	70.000	0.000
T76_S__k141_111815||full	0.960	0.893	0.960	dsDNAphage	6459	0	100.000	0.000
T96_S__k141_710517||full	1.000	0.853	1.000	dsDNAphage	6459	3	100.000	0.000
T56_S__k141_929677||full_1	0.973	0.027	0.973	dsDNAphage	6459	1	27.300	9.100
T88_S_k141_239723||full	0.940	0.407	0.940	dsDNAphage	6458	0	80.000	0.000
T0_S__k141_74675||full	0.993	0.387	0.993	dsDNAphage	6458	1	71.400	0.000
T104_S__k141_166369||full	1.000	0.893	1.000	dsDNAphage	6458	2	100.000	0.000
T12_S__k141_898926||full	0.933	0.527	0.933	dsDNAphage	6458	0	63.600	0.000
T64_D__k141_719943||full	0.987	0.793	0.987	dsDNAphage	6458	1	100.000	0.000
T84_S__k141_499847||full	0.707	0.307	0.707	dsDNAphage	6458	0	33.300	0.000
T4_D_k141_104289||full	0.940	0.473	0.940	dsDNAphage	6457	0	52.900	0.000
T52_S_k141_1257827||full	0.980	0.507	0.980	dsDNAphage	6457	0	84.600	0.000
